$OBDRT=41.385,9646,0,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,0,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,10,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,36,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,63,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,95,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,117,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,145,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,165,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,191,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,212,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,233,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,0.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,6.3,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,14.9,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,23.1,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,29.8,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,36.1,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,47.8,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,59.6,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,68.6,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,78.4,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,87.8,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,99.2,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-40,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-37,10.00,0.00,100.0,255,0,-40
