$OBDRT=41.385,9646,255,0.00,0.0,-23,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,-1,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,19,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,36,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,42,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,50,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,55,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,58,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,67,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,84,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,104,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,119,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,133,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,152,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,165,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,173,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,196,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,210,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
$OBDRT=41.385,9646,255,0.00,0.0,215,10.00,0.00,100.0,255,0,-40
